Datum,GLD_Goldpreis,Silber_Preis,SP500_Aktienmarkt,Oelpreis_USO,EUR_USD_Waehrung,GDX_GoldMinen,Rhodium_Preis
2016-12-16,108.050003,39694,225.039993,11.55,1.0451,18.773399,825
2016-12-19,108.589996,39433,225.52999900000003,11.5,1.0402,18.827673,815
2016-12-20,107.790001,39426,226.399994,11.62,1.0387,18.87701,800
2016-12-21,107.849998,39140,225.770004,11.44,1.0425,18.837542000000006,785
2016-12-22,107.589996,38970,225.380005,11.46,1.0437,18.817804,785
2016-12-27,108.559998,39118,226.270004,11.73,1.0457,19.607225,785
2016-12-28,108.860001,39420,224.399994,11.75,1.0412,19.972334,785
2016-12-29,110.290001,39621,224.350006,11.72,1.0492,21.462362,770
2017-01-03,110.470001,40270,225.240005,11.44,1.0406,21.472231,770
2017-01-04,110.860001,40267,226.580002,11.58,1.0488,21.630116,800
2017-01-05,112.580002,40448,226.399994,11.7,1.0607,22.893188,800
2017-01-06,111.75,40342,227.210007,11.68,1.0533,22.093899,800
2017-01-09,112.669998,40688,226.460007,11.31,1.0574,22.162973,825
2017-01-10,113.150002,41096,226.460007,11.07,1.0554,22.32086,835
2017-01-11,113.5,41008,227.100006,11.37,1.0582,22.271519,835
2017-01-12,113.910004,40859,226.52999900000003,11.54,1.0613,22.32086,835
2017-01-13,114.209999,40887,227.050003,11.41,1.0644,22.43927,845
2017-01-17,115.849998,41599,226.25,11.43,1.0714,23.051071,855
2017-01-18,114.870003,41997,226.75,11.16,1.0631,22.7057,855
2017-01-19,114.769997,41270,225.910004,11.17,1.0664,22.577419,855
2017-01-20,115.050003,41425,226.740005,11.39,1.0703,22.814245,855
2017-01-23,115.790001,41692,226.149994,11.32,1.0765,23.495119,855
2017-01-24,115.269997,41718,227.600006,11.37,1.0731,23.514856,855
2017-01-25,114.32,41193,229.570007,11.31,1.0748,23.159616,855
2017-01-27,113.489998,41432,228.970001,11.4,1.0699,22.912922,845
2017-01-30,113.970001,41372,227.550003,11.28,1.0695,22.843849,845
2017-02-01,115.199997,41889,227.619995,11.48,1.0769,23.534592,845
2017-02-02,115.839996,41801,227.770004,11.51,1.0758,24.057581,845
2017-02-03,116.129997,41797,229.339996,11.54,1.0784,24.175997,845
2017-02-06,117.699997,42286,228.929993,11.38,1.075,25.064093,845
2017-02-07,117.459999,42502,228.940002,11.19,1.0681,24.955549,845
2017-02-08,118.190002,42345,229.240005,11.23,1.0698,25.231846,845
2017-02-09,117.290001,42031,230.600006,11.35,1.0656,24.580572,845
2017-02-10,117.599998,42597,231.50999500000003,11.5,1.0641,24.955549,845
2017-02-13,116.800003,42422,232.770004,11.32,1.0598,24.620045,845
2017-02-14,116.93,42480,233.699997,11.38,1.0577,24.590441,860
2017-02-15,117.449997,42651,234.919998,11.36,1.0601,24.600309,875
2017-02-16,118.080002,43010,234.720001,11.41,1.0674,24.86673900000001,875
2017-02-17,117.68,42937,235.089996,11.39,1.0614,24.462162,890
2017-02-21,117.75,42836,236.490005,11.54,1.0537,24.294409,900
2017-02-22,117.910004,42713,236.27999900000003,11.36,1.0556,24.008244,900
2017-02-23,118.940002,42856,236.440002,11.53,1.0581,24.047714000000006,900
2017-02-24,119.699997,43353,236.740005,11.46,1.0563,23.810886,920
2017-02-27,119.120003,43424,237.110001,11.47,1.0588,22.537949,920
2017-03-01,119.059998,43408,239.77999900000003,11.4,1.0548,22.676096,920
2017-03-02,117.580002,42182,238.270004,11.17,1.0507,21.639984,920
2017-03-03,117.510002,42151,238.419998,11.29,1.0623,21.906412,920
2017-03-06,116.720001,42429,237.710007,11.28,1.0581,21.353817000000006,920
2017-03-07,115.779999,41943,237.0,11.27,1.0566,21.225536,920
2017-03-08,115.059998,41430,236.559998,10.67,1.0541,21.067654,920
2017-03-09,114.470001,40834,236.860001,10.53,1.0577,20.86043,930
2017-03-10,114.720001,40528,237.690002,10.29,1.0672,21.442627,930
2017-03-13,114.739998,40418,237.809998,10.28,1.0654,21.709057,930
2017-03-14,114.120003,40083,236.899994,10.19,1.0604,21.057787,930
2017-03-15,116.25,40045,238.949997,10.38,1.0735,22.676096,930
2017-03-16,116.730003,40598,238.479996,10.36,1.0766,22.468874,945
2017-03-17,116.989998,40909,237.02999900000003,10.33,1.0738,22.370197,960
2017-03-20,117.510002,40869,236.770004,10.27,1.0739,22.587288,960
2017-03-21,118.540001,41282,233.729996,10.11,1.0811,22.952394,960
2017-03-22,118.830002,41233,234.27999900000003,10.12,1.0797,22.942526,975
2017-03-23,118.669998,41300,234.02999900000003,10.01,1.0783,22.725435,1000
2017-03-24,118.860001,41530,233.860001,10.09,1.0799,22.616892,1015
2017-03-27,119.529999,42122,233.619995,10.04,1.0865,23.120148,1015
2017-03-28,119.040001,42388,235.320007,10.15,1.0813,22.508345,1015
2017-03-29,119.330002,42283,235.539993,10.37,1.0767,22.607023,1015
2017-03-30,118.470001,42147,236.289993,10.57,1.0675,22.251781,1015
2017-04-03,119.349998,42321,235.330002,10.55,1.0671,22.893188,1025
2017-04-04,119.620003,42570,235.479996,10.71,1.0674,23.139883,1025
2017-04-05,119.620003,42258,234.77999900000003,10.68,1.0663,23.169485,1025
2017-04-06,119.18,42093,235.440002,10.86,1.0644,23.199089,1025
2017-04-07,119.459999,41379,235.199997,10.96,1.0590000000000002,23.18922,1025
2017-04-10,119.459999,41366,235.339996,11.14,1.0596,23.337234,1025
2017-04-11,121.190002,42187,235.059998,11.17,1.0602,24.037848,1025
2017-04-12,122.019997,42202,234.02999900000003,11.11,1.0666,24.24507,1025
2017-04-13,122.599998,42571,232.50999500000003,11.13,1.0614,24.215467,1025
2017-04-17,122.239998,42497,234.570007,11.06,1.0643,24.146393,1025
2017-04-18,122.82,42187,233.869995,11.04,1.0734,23.949038,1025
2017-04-19,121.730003,41898,233.440002,10.62,1.0711,23.080673,1025
2017-04-20,121.959999,41505,235.339996,10.54,1.0717,23.268162,1025
2017-04-21,122.309998,41289,234.589996,10.32,1.0728,23.297766,1025
2017-04-24,121.480003,41129,237.169998,10.25,1.0868,22.893188,1025
2017-04-25,120.25,40416,238.550003,10.36,1.0926,21.926147,1025
2017-04-26,120.839996,39858,238.399994,10.26,1.0903,21.965618,1015
2017-04-27,120.389999,39670,238.600006,10.24,1.0873,21.521568,1015
2017-05-01,119.669998,38685,238.679993,10.15,1.0899,21.403158,1015
2017-05-02,119.650002,38689,238.770004,9.92,1.093,21.452496,1005
2017-05-03,117.980003,38292,238.479996,9.93,1.0885,21.225536,995
2017-05-04,116.790001,37706,238.75999500000003,9.46,1.0984,20.820961,985
2017-05-05,117.010002,37757,239.699997,9.66,1.0998,21.265007,980
2017-05-08,116.75,38011,239.660004,9.67,1.0924,21.25514,980
2017-05-09,116.050003,37789,239.440002,9.57,1.0874,21.235405,970
2017-05-10,116.040001,37952,239.869995,9.86,1.0868,21.639984,950
2017-05-11,116.5,37992,239.380005,9.94,1.0861,22.074165,950
2017-05-12,116.830002,38155,238.979996,9.95,1.0931,22.419535,950
2017-05-15,117.139999,38502,240.300003,10.17,1.0975,22.498476,950
2017-05-16,117.650002,38744,240.080002,10.11,1.1082,22.656361,950
2017-05-17,119.790001,39199,235.820007,10.19,1.1159,23.06094,950
2017-05-18,118.809998,38889,236.770004,10.26,1.1103,22.350462,950
2017-05-19,119.400002,39111,238.309998,10.48,1.1207,22.557684,940
2017-05-22,119.900002,39874,239.520004,10.54,1.1238,22.853718,940
2017-05-23,119.139999,39958,240.050003,10.64,1.1183,22.340593,940
2017-05-24,119.610001,39832,240.610001,10.6,1.1219,22.666229,930
2017-05-25,119.480003,39802,241.75999500000003,10.04,1.1211,22.409666,930
2017-05-26,120.540001,40091,241.710007,10.28,1.1183,22.636627,930
2017-05-30,120.139999,40282,241.5,10.24,1.1185,22.291254,930
2017-06-01,120.720001,39813,243.360001,9.91,1.1213,22.301123,930
2017-06-02,121.610001,40274,244.169998,9.86,1.1282,22.459007,930
2017-06-05,121.730003,40453,243.990005,9.8,1.1255,22.43927,950
2017-06-06,123.099998,40777,243.210007,9.97,1.1278,23.485252,950
2017-06-07,122.449997,40552,243.660004,9.46,1.1257,23.337234,960
2017-06-08,121.650002,40050,243.77999900000003,9.43,1.1214,22.912922,960
2017-06-09,120.540001,39694,243.410004,9.49,1.1196,22.52808,960
2017-06-12,120.360001,39165,243.360001,9.52,1.1203,22.43927,960
2017-06-13,120.480003,38771,244.550003,9.6,1.1216,22.666229,970
2017-06-14,119.82,39418,244.240005,9.23,1.1218,21.926147,970
2017-06-15,119.32,38721,243.770004,9.18,1.1145,21.807735,970
2017-06-16,119.339996,38481,242.639999,9.24,1.1198,21.768263,970
2017-06-19,118.43,38169,244.660004,9.12,1.1148,21.639984,980
2017-06-20,118.18,38065,243.00999500000003,8.95,1.1135,21.5117,990
2017-06-21,118.519997,37977,242.949997,8.71,1.1168,21.817604,1000
2017-06-22,118.919998,38220,242.839996,8.78,1.1153,22.064299,1000
2017-06-23,119.43,38488,243.130005,8.86,1.1194,22.43927,1015
2017-06-26,118.360001,38304,243.289993,8.93,1.1182,22.26165,1015
2017-06-27,118.809998,38355,241.330002,9.1,1.1339,21.965618,1015
2017-06-28,118.900002,38704,243.490005,9.2,1.1378,22.133371,1030
2017-06-29,118.32,38599,241.350006,9.21,1.1441,21.659719,1030
2017-07-03,116.089996,37250,242.210007,9.62,1.1364,21.195932,1040
2017-07-05,116.519997,37124,242.770004,9.25,1.1353,21.472231,1040
2017-07-06,116.470001,37452,240.550003,9.31,1.1423,21.205801,1040
2017-07-07,115.279999,36231,242.110001,9.1,1.1401,20.929502,1040
2017-07-10,115.470001,36544,242.369995,9.13,1.14,21.225536,1040
2017-07-11,115.620003,36771,242.190002,9.27,1.1467,21.353817000000006,1030
2017-07-12,116.029999,36968,244.00999500000003,9.33,1.1412,21.452496,1030
2017-07-13,115.82,36590,244.419998,9.47,1.1399,21.215670000000006,1030
2017-07-14,116.769997,36970,245.559998,9.59,1.1469,21.5117,1030
2017-07-17,117.290001,37410,245.52999900000003,9.45,1.1479,21.689322,1030
2017-07-18,118.110001,37695,245.660004,9.54,1.1555,21.847206,1030
2017-07-19,118.080002,37757,246.990005,9.69,1.1516,21.886677,1030
2017-07-20,118.239998,37881,247.100006,9.61,1.1631,22.024824,1030
2017-07-21,119.260002,38150,246.880005,9.34,1.1663,22.113636,1020
2017-07-24,119.309998,38086,246.820007,9.5,1.1642,21.758394,1020
2017-07-25,118.919998,38289,247.419998,9.81,1.1652,21.975487,1010
2017-07-26,119.879997,38091,247.429993,9.96,1.1734,22.537949,1000
2017-07-27,119.790001,38263,247.199997,10.06,1.1677,22.271519,990
2017-07-28,120.690002,38460,246.910004,10.17,1.1752,22.607023,990
2017-08-01,120.650002,38512,247.320007,10.09,1.1802,22.52808,990
2017-08-02,120.400002,38116,247.440002,10.14,1.1856,22.468874,990
2017-08-03,120.589996,38027,246.960007,10.02,1.187,22.399801,990
2017-08-04,119.650002,37262,247.410004,10.13,1.1772,22.024824,1000
2017-08-07,119.510002,37271,247.869995,10.1,1.1796,21.906412,1010
2017-08-08,119.860001,37499,247.25999500000003,10.06,1.175,21.955751,1020
2017-08-09,121.309998,38590,247.25,10.15,1.1759,22.301123,1020
2017-08-10,122.209999,39213,243.75999500000003,9.91,1.1772,22.774775,1030
2017-08-11,122.790001,39194,244.119995,9.99,1.1821,22.843849,1030
2017-08-14,121.919998,39178,246.539993,9.72,1.178,22.52808,1040
2017-08-16,121.870003,38863,246.940002,9.57,1.177,22.774775,1040
2017-08-17,122.489998,39098,243.089996,9.62,1.1724,22.725435,1050
2017-08-18,122.300003,39063,242.710007,9.97,1.1762,22.626759,1060
2017-08-21,122.760002,39088,242.899994,9.71,1.1816,23.001732,1070
2017-08-22,122.209999,38939,245.440002,9.77,1.1762,22.784641,1070
2017-08-23,122.669998,39074,244.559998,9.88,1.1807,22.952394,1080
2017-08-24,122.290001,38860,243.990005,9.71,1.1799,23.041204,1090
2017-08-25,122.739998,39012,244.559998,9.75,1.1926,23.10041,1100
2017-08-28,124.690002,39727,244.570007,9.53,1.1979,23.939171,1100
2017-08-29,124.419998,39818,244.850006,9.46,1.1972,24.097054,1115
2017-08-30,124.360001,39721,246.00999500000003,9.38,1.1883,23.84049,1125
2017-09-01,126.059998,40021,247.839996,9.67,1.1859,24.452293,1155
2017-09-05,127.459999,40609,246.059998,9.92,1.1914,24.975283,1155
2017-09-06,126.809998,41323,246.899994,10.04,1.1917,24.590441,1155
2017-09-07,128.130005,41617,246.869995,10.03,1.2023,25.152903,1155
2017-09-08,127.970001,41570,246.580002,9.73,1.2035,24.906208,1155
2017-09-11,126.190002,41164,249.210007,9.82,1.1953,24.235201,1160
2017-09-12,126.559998,41216,250.050003,9.87,1.1967,24.343746,1160
2017-09-13,125.610001,41110,250.169998,10.07,1.1886,23.899698,1160
2017-09-14,126.160004,41140,250.089996,10.13,1.1919,24.047714000000006,1160
2017-09-15,125.529999,40814,249.190002,10.2,1.1943,23.810886,1160
2017-09-18,124.360001,39764,249.720001,10.17,1.1954,23.416178,1160
2017-09-19,124.620003,40062,249.970001,10.11,1.1994,23.534592,1160
2017-09-20,123.620003,40247,250.059998,10.24,1.1893,23.18922,1160
2017-09-21,122.68,39833,249.389999,10.25,1.1941,22.903055,1160
2017-09-22,123.239998,39727,249.440002,10.24,1.1954,23.159616,1160
2017-09-25,124.529999,40276,248.929993,10.55,1.1848,23.514856,1160
2017-09-26,123.139999,39857,249.080002,10.49,1.1793,23.041204,1160
2017-09-27,121.980003,39732,250.050003,10.52,1.1744,22.685965,1160
2017-09-28,122.209999,39750,250.350006,10.43,1.1786,22.853718,1170
2017-10-03,120.830002,39328,252.860001,10.18,1.1744,22.97213,1185
2017-10-04,121.169998,39086,253.160004,10.08,1.176,23.110279,1200
2017-10-05,120.519997,39172,254.660004,10.25,1.1711,22.912922,1220
2017-10-06,121.089996,39596,254.369995,9.97,1.1734,23.27803,1220
2017-10-09,122.080002,39940,253.949997,10.0,1.1741,23.426046,1230
2017-10-10,122.400002,40327,254.619995,10.28,1.1806,23.258293,1240
2017-10-11,122.790001,40129,255.020004,10.36,1.1859,23.485252,1260
2017-10-12,122.889999,40352,254.639999,10.23,1.183,23.406311,1300
2017-10-13,123.82,40399,254.949997,10.37,1.1823,23.524723,1315
2017-10-16,122.970001,40341,255.289993,10.46,1.1797,23.149748,1360
2017-10-17,122.129997,39769,255.470001,10.49,1.1766,23.110279,1425
2017-10-18,121.669998,39767,255.720001,10.48,1.1787,23.021467,1475
2017-10-19,122.389999,39846,255.789993,10.35,1.1852,23.130014000000006,1525
2017-10-20,121.610001,39877,257.109985,10.43,1.1785,22.922791,1575
2017-10-23,121.800003,39910,256.109985,10.42,1.1749,22.833981,1590
2017-10-24,121.330002,39722,256.559998,10.54,1.1761,22.646494,1650
2017-10-25,121.349998,39484,255.289993,10.48,1.1813,22.52808,1650
2017-10-26,120.330002,39272,255.619995,10.57,1.165,22.133371,1635
2017-10-27,120.900002,39149,257.709991,10.84,1.161,22.271519,1550
2017-10-30,121.129997,39265,256.75,10.87,1.1651,22.459007,1525
2017-11-01,121.110001,39700,257.48999,10.9,1.1619,22.182709,1480
2017-11-02,121.190002,39614,257.589996,10.99,1.1658,22.281385,1450
2017-11-03,120.620003,39048,258.450012,11.18,1.1609,22.133371,1410
2017-11-06,121.650002,39895,258.850006,11.51,1.161,22.607023,1380
2017-11-07,121.209999,39594,258.670013,11.49,1.1586,22.429403,1355
2017-11-08,121.629997,39888,259.109985,11.41,1.1595,22.587288,1330
2017-11-09,122.129997,39641,258.170013,11.46,1.1642,22.508345,1300
2017-11-10,121.129997,39507,258.089996,11.42,1.1665,22.222181,1300
2017-11-13,121.309998,39912,258.329987,11.38,1.1667,22.26165,1350
2017-11-14,121.559998,39838,257.730011,11.13,1.1798,22.291254,1425
2017-11-15,121.410004,39711,256.440002,11.09,1.1792,22.350462,1450
2017-11-16,121.400002,39799,258.619995,11.07,1.177,22.301123,1475
2017-11-17,122.860001,40013,257.859985,11.35,1.1795,22.488609,1515
2017-11-20,121.309998,39261,258.299988,11.28,1.1732,22.241917,1515
2017-11-21,121.510002,39300,259.98999,11.4,1.1738,22.419535,1500
2017-11-22,122.629997,39569,259.76001,11.6,1.1822,22.616892,1500
2017-11-24,122.32,39241,260.359985,11.79,1.193,22.52808,1500
2017-11-27,122.830002,39266,260.230011,11.59,1.1898,22.745171,1500
2017-11-28,122.809998,38619,262.869995,11.58,1.1841,22.626759,1500
2017-11-29,122.040001,37948,262.709991,11.47,1.1847,22.202444,1500
2017-12-01,121.589996,37582,264.459991,11.67,1.1891,22.192577,1530
2017-12-04,121.18,37494,264.140015,11.49,1.1866,21.906412,1530
2017-12-05,120.32,37037,263.190002,11.54,1.1826,21.679453,1540
2017-12-06,120.07,37444,263.23999,11.2,1.1796,21.403158,1540
2017-12-07,118.489998,37036,264.070007,11.33,1.1773,21.294613,1540
2017-12-08,118.480003,37055,265.51001,11.49,1.1764,21.39329,1540
2017-12-11,118.010002,36933,266.309998,11.6,1.1768,21.225536,1540
2017-12-12,118.150002,36729,266.77999900000003,11.44,1.1742,21.136728,1540
2017-12-13,119.169998,36967,266.75,11.33,1.1826,21.866941,1540
2017-12-14,118.93,37054,265.660004,11.43,1.1778,21.77813,1550
2017-12-15,119.18,37205,266.51001,11.46,1.1754,21.699188,1560
2017-12-18,119.730003,37541,268.200012,11.44,1.1782,22.043369,1580
2017-12-19,119.82,37392,267.170013,11.51,1.1840000000000002,22.013525,1610
2017-12-20,120.139999,37646,267.02999900000003,11.61,1.1871,22.381578,1675
2017-12-21,120.309998,37530,267.579987,11.64,1.1873,22.510895,1685
2017-12-22,120.940002,37954,267.51001,11.66,1.1859,22.76952600000001,1700
2017-12-26,121.769997,38294,267.190002,11.95,1.1859,23.077896,1715
2017-12-28,122.849998,38906,267.869995,11.97,1.1943,23.077896,1715
2018-01-02,125.150002,39180,268.769989,12.07,1.2059,23.694632,1715
2018-01-03,124.82,39300,270.470001,12.34,1.2014,23.445948,1700
2018-01-04,125.459999,39276,271.609985,12.37,1.2068,23.595158,1700
2018-01-05,125.330002,39253,273.420013,12.31,1.203,23.545422,1700
2018-01-08,125.309998,39043,273.920013,12.38,1.1967,23.296738,1700
2018-01-09,124.730003,38845,274.540009,12.57,1.1937,22.988369,1700
2018-01-10,125.029999,38992,274.119995,12.68,1.1947,23.127632,1700
2018-01-11,125.440002,38939,276.119995,12.7,1.2032,23.256947,1690
2018-01-12,126.959999,39063,277.920013,12.87,1.2187,23.883633,1690
2018-01-16,127.169998,39420,276.970001,12.76,1.2261,24.241737,1690
2018-01-17,126.139999,39201,279.609985,12.78,1.2186,23.814001,1690
2018-01-18,125.860001,38917,279.140015,12.76,1.2239,23.485737,1690
2018-01-19,126.419998,38969,280.410004,12.72,1.2222,23.525526,1690
2018-01-22,126.650002,38979,282.690002,12.78,1.2262,23.585209,1690
2018-01-23,127.279999,38733,283.290009,12.97,1.2299,23.973158,1690
2018-01-24,128.830002,39707,283.179993,13.22,1.2408,24.470528,1690
2018-01-25,127.970001,39960,283.299988,13.06,1.2396,24.003,1690
2018-01-29,127.349998,39141,284.679993,13.11,1.2383,23.555368,1775
2018-01-30,126.800003,39123,281.76001,12.9,1.2402,23.32658,1800
2018-02-01,128.070007,39309,281.579987,13.24,1.251,23.575264,1835
2018-02-02,126.389999,38651,275.450012,13.04,1.2462,22.789421,1860
2018-02-05,126.709999,38553,263.929993,12.77,1.2368,22.590473,1860
2018-02-06,125.379997,38338,269.130005,12.7,1.2377,21.993633,1860
2018-02-07,124.790001,37863,267.670013,12.37,1.2264,21.685263,1850
2018-02-08,124.980003,38000,257.630005,12.09,1.2247,21.565895,1840
2018-02-09,124.769997,37578,261.5,11.86,1.2235,21.565895,1840
2018-02-12,125.370003,38268,265.339996,11.89,1.2292,21.854368,1830
2018-02-13,126.080002,38245,266.0,11.87,1.2352,21.884211,1830
2018-02-14,128.229996,38672,269.589996,12.18,1.245,22.888895,1830
2018-02-15,128.380005,38509,273.02999900000003,12.33,1.2506,22.868999,1840
2018-02-16,127.959999,38665,273.109985,12.38,1.2406,22.391527,1850
2018-02-20,126.239998,38389,271.399994,12.39,1.2338,21.754896,1850
2018-02-21,125.660004,38640,270.049988,12.29,1.2284,21.675318,1850
2018-02-22,126.300003,38695,270.399994,12.59,1.2331,21.615631,1850
2018-02-23,126.139999,38403,274.709991,12.77,1.2293,21.854368,1860
2018-02-26,126.449997,38508,277.899994,12.86,1.2318,22.063263,1860
2018-02-27,125.129997,38172,274.429993,12.65,1.2232,21.376894,1860
2018-03-01,124.720001,38041,267.700012,12.35,1.2268,21.456474,1870
2018-03-02,125.389999,38335,269.079987,12.37,1.2317,21.376894,1870
2018-03-05,125.18,38074,272.190002,12.59,1.2336,21.536053,1870
2018-03-06,126.529999,39281,272.880005,12.57,1.2404,21.894157,1860
2018-03-07,125.720001,38712,272.77999900000003,12.35,1.2413,21.456474,1860
2018-03-08,125.419998,38759,274.100006,12.15,1.2312,21.536053,1860
2018-03-09,125.540001,38947,278.869995,12.47,1.2307,21.456474,1860
2018-03-12,125.540001,38755,278.519989,12.37,1.2334,21.64547300000001,1860
2018-03-13,125.779999,38821,276.720001,12.24,1.239,21.555948,1865
2018-03-14,125.699997,38757,275.299988,12.28,1.2367,21.615631,1885
2018-03-15,124.900002,38587,275.0,12.34,1.2305,21.337107,1900
2018-03-16,124.599998,38358,274.200012,12.55,1.2289,21.317211,1920
2018-03-19,124.870003,38520,270.48999,12.55,1.2335,21.39679,1945
2018-03-20,124.309998,38216,270.950012,12.81,1.2242,21.158052,1970
2018-03-21,126.480003,38690,270.429993,13.18,1.2338,21.744947,1985
2018-03-22,125.980003,38577,263.670013,12.95,1.2302,21.386843,1995
2018-03-23,127.610001,38874,258.049988,13.28,1.2353,22.00358,1995
2018-03-26,128.279999,38955,265.109985,13.21,1.2443,22.321896,1995
2018-03-27,127.489998,38664,260.600006,13.08,1.2403,21.874264,2025
2018-03-28,125.730003,38308,259.829987,13.04,1.2308,21.546,2040
2018-03-29,125.790001,38322,263.149994,13.09,1.2302,21.864315,2040
2018-04-02,127.260002,39030,257.470001,12.74,1.2302,22.112999,2040
2018-04-03,126.300003,38417,260.769989,12.81,1.227,21.794683,2040
2018-04-04,126.449997,38212,263.559998,12.82,1.2278,21.754896,2040
2018-04-05,125.800003,38226,265.640015,12.83,1.224,21.854368,2040
2018-04-06,126.389999,38235,259.720001,12.51,1.2283,21.953842,2040
2018-04-09,126.82,38545,261.0,12.77,1.2321,21.864315,2040
2018-04-10,127.120003,38720,265.149994,13.25,1.2356,22.142843,2050
2018-04-11,128.110001,39181,263.76001,13.45,1.2367,22.630264,2070
2018-04-12,126.620003,38668,265.929993,13.52,1.2327,22.351736,2080
2018-04-13,127.449997,38927,265.149994,13.55,1.2331,22.76952600000001,2095
2018-04-16,127.629997,39102,267.329987,13.38,1.238,22.68,2095
2018-04-17,127.75,39360,270.190002,13.41,1.237,22.809317,2095
2018-04-18,127.849998,40365,270.390015,13.88,1.2373,22.859053,2100
2018-04-19,127.599998,40635,268.890015,13.77,1.2346,22.938631,2115
2018-04-20,126.629997,40479,266.609985,13.75,1.2288,22.590473,2120
2018-04-23,125.620003,39515,266.570007,13.92,1.2209,22.292053,2110
2018-04-24,126.230003,39586,262.980011,13.68,1.2232,22.58052600000001,2090
2018-04-25,125.410004,39490,263.630005,13.72,1.2161,22.381578,2060
2018-04-26,124.970001,39343,266.309998,13.77,1.2103,22.471106,2060
2018-04-27,125.5,39004,266.559998,13.73,1.213,22.610369,2060
2018-05-01,123.709999,38271,264.980011,13.61,1.1993,22.192579,2030
2018-05-02,123.650002,38809,263.200012,13.67,1.1951,22.262209,2030
2018-05-03,124.279999,38878,262.619995,13.82,1.1988,22.530788,2030
2018-05-04,124.540001,39094,266.019989,14.09,1.196,22.530788,2030
2018-05-07,124.57,39911,266.920013,14.1,1.1922,22.530788,2030
2018-05-08,124.589996,39797,266.920013,14.06,1.1864,22.560633,2030
2018-05-09,124.330002,40079,269.5,14.37,1.185,22.510895,2030
2018-05-10,125.18,40390,272.019989,14.41,1.1915,22.829212,2040
2018-05-11,125.0,40541,272.850006,14.25,1.1944,22.759579,2065
2018-05-14,124.489998,40348,272.980011,14.38,1.1927,22.660107,2100
2018-05-15,122.480003,39952,271.100006,14.4,1.1838,22.142843,2100
2018-05-16,122.290001,39974,272.23999,14.46,1.1807,22.172686,2120
2018-05-17,122.360001,40109,272.01001,14.49,1.1795,22.073212,2175
2018-05-18,122.410004,40195,271.329987,14.43,1.1778,22.073212,2200
2018-05-21,122.480003,40387,273.369995,14.67,1.1791,22.212473000000006,2225
2018-05-22,122.410004,40495,272.609985,14.56,1.1779,22.013525,2240
2018-05-23,122.540001,40274,273.359985,14.51,1.1697,22.222422,2240
2018-05-24,123.589996,40882,272.799988,14.29,1.172,22.530788,2240
2018-05-25,123.209999,40267,272.149994,13.68,1.1652,22.192579,2240
2018-05-29,123.190002,39979,269.019989,13.51,1.154,22.033421,2240
2018-05-30,123.370003,40044,272.609985,13.83,1.1663,22.321896,2240
2018-06-01,122.489998,39537,273.600006,13.25,1.1661,22.192579,2250
2018-06-04,122.370003,39576,274.899994,13.12,1.1699,22.162737,2250
2018-06-05,122.849998,39804,275.100006,13.22,1.1718,22.321896,2250
2018-06-06,122.919998,39927,277.399994,13.16,1.1773,22.461159,2250
2018-06-07,122.860001,40460,277.369995,13.35,1.1799,22.331842,2250
2018-06-08,123.010002,40412,278.190002,13.27,1.1768,22.242317,2250
2018-06-11,123.230003,40791,278.559998,13.36,1.1784,22.431314,2250
2018-06-12,122.82,40691,278.920013,13.4,1.1745,22.371632,2250
2018-06-13,123.190002,40766,278.02999900000003,13.47,1.1791,22.361685,2250
2018-06-14,123.379997,41508,278.730011,13.52,1.1569,22.540737,2250
2018-06-15,121.339996,40199,277.130005,13.05,1.1609,22.112999,2260
2018-06-18,121.110001,40020,276.559998,13.29,1.1623,22.15279,2260
2018-06-19,120.800003,39688,275.5,13.14,1.159,21.933947,2260
2018-06-20,120.260002,39626,275.970001,13.28,1.1572,21.804632,2260
2018-06-21,120.050003,39554,274.23999,13.31,1.1603,21.794683,2260
2018-06-22,120.339996,39796,274.73999,14.02,1.1657,22.063263,2260
2018-06-25,119.889999,39645,271.0,13.77,1.1704,21.894157,2260
2018-06-26,119.260002,39640,271.600006,14.27,1.1647,21.834475,2260
2018-06-27,118.580002,39642,269.350006,14.65,1.1554,21.69521,2260
2018-06-28,118.220001,39117,270.890015,14.86,1.1569,21.814579,2260
2018-07-02,117.459999,38637,271.859985,14.96,1.1641,21.963789,2260
2018-07-03,118.650002,39078,270.899994,14.92,1.1657,22.351736,2260
2018-07-05,119.050003,39226,273.109985,14.78,1.1691,22.560633,2260
2018-07-06,118.860001,39766,275.420013,14.96,1.1747,22.491001,2260
2018-07-09,119.150002,39885,277.899994,15.03,1.1751,22.431314,2260
2018-07-10,118.93,39793,278.899994,15.07,1.1744,22.481052,2260
2018-07-11,117.639999,39290,276.859985,14.31,1.1674,21.884211,2260
2018-07-12,118.129997,39335,279.369995,14.39,1.1672,22.023474,2270
2018-07-13,117.610001,39046,279.589996,14.47,1.1685,21.844419,2270
2018-07-16,117.550003,39042,279.339996,13.94,1.171,21.754896,2270
2018-07-17,116.279999,38520,280.470001,13.95,1.1661,21.764841,2285
2018-07-18,116.309998,38438,281.059998,14.1,1.1639,21.744947,2300
2018-07-19,115.809998,38294,280.0,14.13,1.1643,21.466421,2330
2018-07-20,116.559998,38457,279.679993,14.15,1.172,21.665369,2330
2018-07-23,116.0,38283,280.200012,14.09,1.1692,21.217737,2340
