Datum,GLD_Goldpreis,Silber_Preis,SP500_Aktienmarkt,Oelpreis_USO,EUR_USD_Waehrung,GDX_GoldMinen,Rhodium_Preis
2015-05-07,113.419998,37865,208.869995,20.200001,1.1267,19.345417,1135
2015-05-08,113.970001,37935,211.619995,20.42,1.1204,19.481995,1120
2015-05-11,113.529999,37668,210.610001,20.379999,1.1155,19.530777,1110
2015-05-12,114.5,38364,209.979996,20.74,1.1214,19.794176,1110
2015-05-13,116.550003,39524,210.020004,20.610001,1.1357,20.272203,1110
2015-05-14,117.18,39744,212.210007,20.530001,1.141,20.311224,1110
2015-05-15,117.529999,39951,212.440002,20.52,1.1452,20.213667,1100
2015-05-18,117.519997,40470,213.100006,20.440001,1.1315,20.242933,1100
2015-05-19,115.889999,39276,213.02999900000003,19.629999,1.1149,19.511265,1100
2015-05-20,116.080002,39290,212.880005,19.84,1.1093,19.589308,1100
2015-05-21,115.690002,39166,213.5,20.5,1.1113,19.452728,1080
2015-05-22,115.599998,38928,212.990005,20.25,1.1018,19.345417,1080
2015-05-26,113.910004,38510,210.699997,19.690001,1.0873,18.779589,1080
2015-05-27,113.889999,38354,212.699997,19.48,1.0905,18.964947,1080
2015-05-28,114.019997,38296,212.460007,19.559999,1.0949,19.121037,1070
2015-06-01,114.0,38242,211.570007,20.360001,1.0928,19.013725,1060
2015-06-02,114.459999,38447,211.360001,20.68,1.1155,19.296638,1050
2015-06-03,113.639999,37948,211.919998,20.17,1.1275,18.935678,1040
2015-06-04,112.839996,37172,210.130005,19.66,1.1239,18.603987,1040
2015-06-05,112.239998,37010,209.770004,19.9,1.1113,18.369854,1025
2015-06-08,112.57,36861,208.419998,19.709999,1.1292,18.555212,1000
2015-06-09,112.82,36863,208.449997,20.209999,1.1284,18.311319,1000
2015-06-10,113.779999,36733,210.960007,20.639999,1.1326,18.496675,1000
2015-06-11,113.260002,36812,211.649994,20.49,1.1258,18.282053,1000
2015-06-12,113.230003,36594,209.929993,20.27,1.1269,18.106453,990
2015-06-15,113.730003,37092,209.100006,20.15,1.1284,18.135717,990
2015-06-16,113.32,36848,210.25,20.26,1.1248,17.901583,990
2015-06-17,113.849998,36878,210.589996,20.209999,1.1337,18.369854,980
2015-06-18,115.32,36892,212.710007,20.360001,1.136,18.623499,965
2015-06-19,115.120003,36680,210.809998,20.02,1.1353,18.194252,965
2015-06-22,113.639999,36736,211.889999,20.16,1.1341,17.882072,965
2015-06-23,112.889999,35938,212.050003,20.469999,1.117,17.921097,955
2015-06-24,112.589996,36182,210.50999500000003,20.200001,1.1207,17.911341,925
2015-06-25,112.440002,36106,209.830002,19.98,1.1204,17.735737,910
2015-06-26,112.559998,35968,209.899994,19.98,1.1166,17.667448,900
2015-06-29,113.07,35854,205.470001,19.51,1.1236,17.472334,875
2015-07-01,111.980003,35376,207.570007,19.1,1.1054,16.867487,825
2015-07-02,111.760002,35435,207.320007,18.93,1.1084,17.199177,800
2015-07-06,112.059998,36181,206.669998,17.73,1.1057,17.394289,800
2015-07-07,110.760002,34663,208.009995,17.76,1.1012,16.574818,775
2015-07-08,111.089996,35000,204.529999,17.379998999999998,1.1077,16.447994,775
2015-07-09,111.360001,35328,204.800003,17.709999,1.1038,16.516282999999998,800
2015-07-10,111.489998,35615,207.479996,17.67,1.1164,16.340683,820
2015-07-13,110.989998,35527,209.75999500000003,17.51,1.1004,16.379707,900
2015-07-14,110.739998,35172,210.720001,17.719998999999998,1.1012,16.291904000000002,960
2015-07-15,110.160004,34696,210.630005,17.23,1.0949,15.911433,1000
2015-07-16,109.760002,34504,212.270004,17.049999,1.0875,15.755343,1000
2015-07-17,108.650002,34200,212.470001,16.99,1.0829,15.052939000000002,975
2015-07-20,105.699997,34145,212.619995,16.690001000000002,1.0827,13.44326,850
2015-07-21,105.370003,34022,211.75999500000003,16.91,1.0937,13.774951,850
2015-07-22,104.800003,33955,211.289993,16.34,1.0934,13.735929,850
2015-07-23,104.330002,33904,210.139999,16.139999,1.0983,13.287169,850
2015-07-24,105.349998,33702,207.940002,16.030001000000002,1.0984,13.726173,850
2015-07-27,104.860001,33930,206.740005,15.65,1.1094,13.228635999999998,850
2015-07-28,105.019997,33765,209.309998,15.85,1.1059,13.355459,850
2015-07-29,105.169998,33975,210.770004,16.24,1.0986,13.628617000000002,850
2015-07-30,104.269997,34020,210.820007,16.1,1.0933,13.15059,850
2015-08-03,104.099998,33499,209.729996,15.1,1.0951,12.945723,775
2015-08-04,104.309998,33481,209.320007,15.22,1.0882,12.965234,775
2015-08-05,103.93,33479,210.100006,15.03,1.0906,12.770122,800
2015-08-06,104.389999,33708,208.350006,14.87,1.0925,13.033523,830
2015-08-07,104.650002,34031,207.919998,14.56,1.0968,13.072546,850
2015-08-10,105.720001,35021,210.630005,14.89,1.1019,13.921287,875
2015-08-11,106.260002,35330,208.660004,14.48,1.104,14.174931,875
2015-08-12,107.75,36091,208.919998,14.44,1.1157,15.14074,890
2015-08-13,106.860001,36007,208.699997,14.09,1.1149,14.282245,890
2015-08-14,106.849998,35429,209.360001,13.99,1.1107,14.135909,890
2015-08-17,107.129997,35814,210.559998,13.89,1.1081,14.643202,890
2015-08-18,107.110001,34794,209.929993,14.05,1.1021,14.409067000000002,890
2015-08-19,108.550003,35527,208.279999,13.43,1.1119,14.828559,865
2015-08-20,110.440002,36310,204.009995,13.37,1.1242,15.423653,865
2015-08-21,111.129997,36200,197.630005,13.23,1.1389,15.013918,865
2015-08-24,110.529999,35410,189.550003,12.5,1.162,13.794462,845
2015-08-25,109.160004,34652,187.229996,12.73,1.1517,13.355459,835
2015-08-26,107.669998,33423,194.679993,12.77,1.1315,12.721343,835
2015-08-27,107.730003,34056,199.160004,13.95,1.1245,13.453015,835
2015-08-28,108.699997,34378,199.240005,14.88,1.1179,13.901774,815
2015-09-01,109.199997,34511,191.770004,14.81,1.1319,13.335948000000002,805
2015-09-02,108.620003,34728,195.410004,15.09,1.1227,13.296926,790
2015-09-03,107.839996,34762,195.649994,15.34,1.1124,13.053035,790
2015-09-04,107.489998,34816,192.589996,15.08,1.1147,13.06279,790
2015-09-08,107.519997,35663,197.460007,15.02,1.12,13.21888,780
2015-09-09,106.129997,35294,194.759995,14.52,1.1207,12.848166,780
2015-09-10,106.379997,35383,195.850006,14.93,1.128,12.799388,780
2015-09-11,106.160004,34975,196.740005,14.65,1.134,12.887189,780
2015-09-14,106.220001,34713,195.979996,14.39,1.1321,12.799388,780
2015-09-15,105.900002,34625,198.449997,14.57,1.1267,12.809144,780
2015-09-16,107.309998,35779,200.139999,15.36,1.129,13.550571,765
2015-09-17,108.410004,35932,199.699997,15.23,1.1437,13.901774,765
2015-09-18,109.209999,36077,195.360001,14.62,1.1305,14.116399,765
2015-09-21,108.529999,36172,196.440002,15.05,1.1189,13.66764,765
2015-09-22,107.790001,35267,193.899994,14.92,1.112,13.033523,765
2015-09-23,108.220001,35450,193.600006,14.44,1.1187,12.935966,750
2015-09-24,110.489998,36215,192.929993,14.59,1.123,13.872507999999998,750
2015-09-25,109.809998,36072,192.869995,14.71,1.1195,13.648127,760
2015-09-28,108.419998,35011,187.910004,14.38,1.1246,12.9945,760
2015-09-29,107.980003,34955,188.080002,14.61,1.1249,13.082301,760
2015-10-01,106.730003,34544,192.130005,14.58,1.1195,13.082301,760
2015-10-05,108.769997,36741,198.470001,15.0,1.1185,14.750514,760
2015-10-06,109.860001,37333,197.789993,15.74,1.1271,15.296829999999998,760
2015-10-07,109.699997,37501,199.410004,15.57,1.1235,15.22854,760
2015-10-08,109.139999,36875,201.210007,16.040001,1.1279,15.033426,745
2015-10-09,110.870003,36833,201.330002,15.99,1.1358,15.862657,745
2015-10-12,111.309998,36981,201.520004,15.31,1.1355,15.394385,755
2015-10-13,111.860001,37272,200.25,15.06,1.1379,15.482187,755
2015-10-14,113.809998,37575,199.289993,15.05,1.1473,16.487017,765
2015-10-15,113.290001,37513,202.350006,15.13,1.1383,16.477261,775
2015-10-16,112.489998,37387,203.270004,15.22,1.1347,15.989479,785
2015-10-19,112.019997,36938,203.369995,14.83,1.1327,15.316341,785
2015-10-20,112.730003,37042,203.110001,14.73,1.1345,15.930945,785
2015-10-21,111.730003,36794,201.850006,14.43,1.1339,15.462675,785
2015-10-22,111.690002,36920,205.210007,14.51,1.1107,15.726079,785
2015-10-23,111.5,36942,207.520004,14.27,1.1018,16.116301999999994,785
2015-10-26,111.43,37018,206.990005,14.01,1.1056,15.618766,785
2015-10-27,111.68,37064,206.570007,13.82,1.1048,15.667542,770
2015-10-28,110.75,37832,208.940002,14.69,1.092,15.472431,770
2015-10-29,109.720001,36544,208.889999,14.63,1.0976,14.789535999999998,770
2015-11-02,108.589996,36191,210.389999,14.75,1.1015,14.652957999999998,750
2015-11-03,106.980003,35799,211.0,15.28,1.0968,14.574912,750
2015-11-04,105.970001,35504,210.380005,14.85,1.0863,14.282245,750
2015-11-05,105.639999,35500,210.149994,14.48,1.0884,13.735929,750
2015-11-06,104.099998,34910,210.039993,14.23,1.0741,13.131079,750
2015-11-09,104.400002,34552,208.080002,14.08,1.0752,13.492038,740
2015-11-10,104.18,34272,208.559998,14.09,1.0724,13.140835,740
2015-11-11,103.830002,34190,207.740005,13.76,1.0744,13.316435,740
2015-11-12,103.849998,33889,204.839996,13.35,1.0817,13.140835,740
2015-11-13,103.559998,33845,202.539993,13.06,1.0779,13.287169,740
2015-11-16,103.709999,33796,205.619995,13.39,1.0686,13.404237,740
2015-11-17,102.339996,33707,205.470001,13.01,1.0644,12.760365,740
2015-11-18,102.43,33562,208.729996,13.05,1.0659,13.160346,740
2015-11-19,103.559998,33830,208.550003,12.96,1.0734,13.628617000000002,740
2015-11-20,103.089996,33589,209.309998,12.93,1.0646,13.072546,740
2015-11-23,102.260002,33608,209.070007,13.02,1.0636,13.004255,740
2015-11-24,102.940002,33889,209.350006,13.32,1.0641,13.501794,740
2015-11-25,102.459999,33814,209.320007,13.39,1.0627,13.374969,740
2015-11-27,101.25,33701,209.559998,13.03,1.0593,13.121325,740
2015-12-01,102.279999,33299,210.679993,12.95,1.0631,13.813973999999998,720
2015-12-02,100.690002,33228,208.529999,12.48,1.0615,13.453015,720
2015-12-03,101.760002,33477,205.610001,12.77,1.0941,13.735929,720
2015-12-04,104.019997,34424,209.619995,12.46,1.0886,14.467601,720
2015-12-07,102.669998,34771,208.350006,11.72,1.0835,13.852996,710
2015-12-08,102.839996,34373,206.949997,11.68,1.0894,13.735929,710
2015-12-09,102.639999,34506,205.339996,11.56,1.1025,13.921287,710
2015-12-10,102.550003,34215,205.869995,11.37,1.0941,13.862751,710
2015-12-11,103.110001,33983,201.880005,11.07,1.0989,14.028598,700
2015-12-14,101.790001,33487,202.899994,11.16,1.0992,13.228635999999998,670
2015-12-15,101.519997,33593,205.029999,11.4,1.0928,13.296926,640
2015-12-16,102.75,34400,208.029999,10.99,1.0913,13.82373,640
2015-12-17,100.5,33170,204.860001,10.74,1.0825,13.014012,640
2015-12-18,102.040001,33933,200.020004,10.66,1.0868,13.306681,660
2015-12-21,103.150002,34301,201.669998,10.66,1.0915,13.538889,660
2015-12-22,102.610001,34286,203.5,10.77,1.0955,13.460174,660
2015-12-23,102.309998,34215,206.020004,11.26,1.0909,13.745515,660
2015-12-24,103.050003,34345,205.679993,11.3,1.0972,14.040693,660
2015-12-28,102.269997,33451,205.210007,10.93,1.0968,13.568406,660
2015-12-29,102.199997,33558,207.399994,11.26,1.0917,13.725835,660
2015-12-30,101.419998,33390,205.929993,10.93,1.0932,13.440495,660
2016-01-04,102.889999,33533,201.020004,10.98,1.0831,13.863585,660
2016-01-05,103.18,33666,201.360001,10.66,1.0748,13.794710999999998,650
2016-01-06,104.669998,33774,198.820007,10.11,1.0781,14.021014,650
2016-01-07,106.150002,34531,194.050003,9.9,1.0936,14.640891,640
2016-01-08,105.68,33824,191.919998,9.8,1.0932,14.286675,640
2016-01-11,104.739998,33664,192.110001,9.25,1.086,13.696318,640
2016-01-12,104.209999,33389,193.660004,9.17,1.0857,13.391298,640
2016-01-13,104.720001,34171,188.830002,9.09,1.0877,13.391298,640
2016-01-14,103.019997,33638,191.929993,9.23,1.0865,12.919012,650
2016-01-15,104.080002,34054,187.809998,8.79,1.0917,12.879656,650
2016-01-19,103.980003,34428,188.059998,8.49,1.0909,12.269618,660
2016-01-20,105.370003,34689,185.649994,8.24,1.0891,12.643512,660
2016-01-21,105.489998,34374,186.690002,8.56,1.0874,12.702547,650
2016-01-22,105.0,34277,190.520004,9.27,1.0797,12.820619,650
2016-01-25,106.080002,34679,187.639999,8.54,1.0849,13.164994,650
2016-01-27,107.690002,35296,188.130005,9.18,1.0893,13.971818,650
2016-01-28,106.540001,34806,189.110001,9.7,1.0939,13.63728,650
2016-02-01,108.050003,34870,193.649994,9.02,1.0888,14.414587,640
2016-02-02,108.089996,34805,190.160004,8.57,1.0919,14.07021,640
2016-02-03,109.25,35732,191.300003,9.34,1.1104,15.103338,640
2016-02-04,110.57,35829,191.600006,9.12,1.1208,15.890482,640
2016-02-05,112.32,35806,187.949997,8.91,1.1159,16.776020000000006,640
2016-02-08,113.830002,37127,185.419998,8.64,1.1198,17.18927,640
2016-02-09,113.580002,37248,185.429993,8.18,1.1293,16.480843,640
2016-02-10,114.459999,36780,185.270004,7.96,1.129,16.864573999999998,640
2016-02-11,119.059998,38288,182.860001,7.99,1.1324,18.07481,650
2016-02-12,118.360001,37984,186.630005,8.33,1.126,18.537258,660
2016-02-16,114.769997,37219,189.779999,8.31,1.1144,16.933449,660
2016-02-17,115.480003,37197,192.880005,8.78,1.1128,17.533648,660
2016-02-18,118.290001,37522,192.089996,8.66,1.1107,18.596292,660
2016-02-19,117.580002,37517,192.0,8.55,1.1134,18.084648,660
2016-02-22,115.489998,36981,194.779999,8.91,1.1029,18.232239,660
2016-02-23,117.220001,37176,192.320007,8.48,1.102,18.615971,660
2016-02-24,117.610001,37230,193.199997,8.59,1.1013,18.802919,670
2016-02-25,117.919998,37207,195.539993,8.8,1.1023,19.078419,670
2016-02-26,117.110001,36250,195.089996,8.78,1.0934,18.389669,670
2016-03-01,117.769997,35621,198.110001,9.15,1.0867,18.271595,680
2016-03-02,118.68,36051,199.0,9.3,1.0868,18.743879,680
2016-03-03,120.730003,36304,199.779999,9.25,1.0957,19.501511,680
2016-03-04,120.540001,36821,200.429993,9.65,1.1004,19.393276,695
2016-03-07,121.139999,37569,200.589996,10.11,1.1014,20.072189,700
2016-03-08,120.580002,37427,198.399994,9.65,1.1011,19.107935,700
2016-03-09,119.580002,37223,199.380005,10.15,1.0999,19.196491,700
2016-03-10,121.5,37670,199.539993,10.04,1.1177,20.052509,700
2016-03-11,119.410004,37610,202.759995,10.19,1.1153,19.658937,700
2016-03-14,117.870003,37420,202.5,9.88,1.1106,18.812759,700
2016-03-15,117.959999,37077,202.169998,9.7,1.1109,19.216169,700
2016-03-16,120.589996,36899,203.339996,10.18,1.1225,20.524797,700
2016-03-17,120.129997,38143,204.630005,10.55,1.1319,20.101707,700
2016-03-18,119.800003,37756,204.380005,10.48,1.127,20.278814,700
2016-03-21,118.959999,37864,204.669998,10.59,1.1241,20.239458,710
2016-03-22,119.309998,37864,204.559998,10.54,1.1217,20.249296,740
2016-03-23,116.610001,36766,203.210007,10.11,1.1184,18.724205,740
2016-03-24,116.330002,36669,203.119995,10.06,1.1174,19.147293,740
2016-03-28,116.599998,36563,203.240005,10.01,1.1196,19.107935,740
2016-03-29,118.760002,36560,205.119995,9.8,1.1291,20.20994,740
2016-03-30,117.099998,36329,206.020004,9.73,1.1338,19.904921,740
2016-04-01,116.93,35922,206.919998,9.33,1.1387,19.796688,740
2016-04-04,116.150002,35581,206.25,9.08,1.1392,19.216169,740
2016-04-05,117.660004,36082,204.190002,9.13,1.1384,19.806528,740
2016-04-06,116.940002,35986,206.419998,9.6,1.1399,19.826206,740
2016-04-07,118.610001,36382,203.949997,9.51,1.1377,20.446083,740
2016-04-08,118.43,36671,204.5,10.03,1.1401,21.095476,740
2016-04-11,120.029999,37764,204.020004,10.28,1.1408,22.33523,740
2016-04-12,120.050003,38312,205.919998,10.64,1.1386,22.512337,740
2016-04-13,118.769997,38563,208.0,10.51,1.1274,21.89246,740
2016-04-14,117.110001,38306,208.009995,10.48,1.1268,21.252907,740
2016-04-15,117.919998,38507,207.779999,10.25,1.1283,21.843266,740
2016-04-18,117.739998,38322,209.240005,10.17,1.1314,21.823586,740
2016-04-19,119.580002,39747,209.899994,10.44,1.1358,22.88623,740
2016-04-20,118.970001,40132,210.100006,10.76,1.1297,22.472982,740
2016-04-21,119.419998,40086,208.970001,10.72,1.1288,22.876392000000006,740
2016-04-22,117.889999,39985,208.970001,10.76,1.1234,22.226997,740
2016-04-25,118.230003,40102,208.610001,10.55,1.1266,22.099087,740
2016-04-26,118.699997,40190,208.919998,10.81,1.1299,22.620569,740
2016-04-27,119.040001,40565,209.350006,11.14,1.1321,22.866552,740
2016-04-28,121.290001,41044,207.449997,11.22,1.1353,23.889839,740
2016-05-02,123.239998,41217,207.970001,11.05,1.1532,24.982004,740
2016-05-03,122.959999,40984,206.160004,10.74,1.1497,24.263735,740
2016-05-04,122.209999,40739,205.009995,10.79,1.1487,23.033821,740
2016-05-05,122.07,40915,204.970001,10.9,1.1405,23.791447,735
2016-05-06,123.18,41731,205.720001,10.96,1.1405,24.726181,725
2016-05-09,120.650002,40749,205.889999,10.68,1.1383,23.142054,715
2016-05-10,120.980003,40839,208.449997,10.99,1.1372,24.007912,715
2016-05-11,122.120003,41266,206.5,11.34,1.1427,24.647469,690
2016-05-12,121.160004,40803,206.559998,11.45,1.1377,24.1555,675
2016-05-13,121.709999,40974,204.759995,11.37,1.1308,24.391647,675
2016-05-16,121.800003,40987,206.779999,11.76,1.132,24.834414,675
2016-05-17,122.220001,41180,204.850006,11.92,1.1314,25.168951,675
2016-05-18,120.099998,41048,204.910004,11.7,1.1217,23.18141,675
2016-05-19,119.870003,39824,204.199997,11.79,1.1203,23.574982,675
2016-05-23,119.370003,39665,205.210007,11.66,1.1219,23.397877,675
2016-05-24,117.300003,39337,207.869995,11.82,1.1141,22.108927,675
2016-05-25,116.980003,39229,209.279999,12.03,1.1155,22.659927,665
2016-05-26,116.580002,39051,209.339996,11.95,1.1194,22.581213,665
2016-05-27,115.620003,38866,210.240005,11.98,1.1115,21.92198,665
2016-06-01,115.940002,38460,210.270004,11.93,1.1188,22.354908,665
2016-06-02,115.669998,38528,210.910004,11.86,1.1151,22.404106,665
2016-06-03,118.879997,39079,210.27999900000003,11.82,1.1367,24.922968,660
2016-06-06,118.919998,39142,211.350006,12.04,1.1355,25.04104,650
2016-06-07,118.82,39010,211.679993,12.22,1.1358,24.706505,650
2016-06-08,120.580002,40254,212.369995,12.43,1.1394,25.513329,650
2016-06-09,121.25,40909,212.080002,12.25,1.1316,25.906898,650
2016-06-10,121.739998,41068,210.070007,11.87,1.1251,25.542843,650
2016-06-13,122.639999,41447,208.449997,11.76,1.1292,25.493647,650
2016-06-14,122.769997,41519,208.039993,11.73,1.1208,24.932806,650
2016-06-15,123.68,41547,207.75,11.47,1.1259,25.897058,650
2016-06-16,122.379997,41684,208.369995,11.14,1.1226,25.080399,650
2016-06-17,123.949997,41362,206.520004,11.66,1.1277,25.375576,650
2016-06-20,123.209999,41795,207.850006,11.91,1.1314,25.227985,650
2016-06-21,120.839996,41355,208.440002,11.89,1.1242,24.529396,670
2016-06-22,120.900002,41193,208.100006,11.74,1.1297,25.090239,670
2016-06-23,120.110001,41190,210.809998,11.98,1.1388,24.814735,670
2016-06-24,126.0,42392,203.240005,11.4,1.1117,26.32015,670
2016-06-27,126.68,42289,199.600006,11.19,1.1026,26.62517,670
2016-06-28,125.32,42346,203.199997,11.47,1.1066,26.17256,660
2016-06-29,125.839996,43202,206.660004,11.79,1.1125,26.713722,660
2016-07-01,128.410004,45559,209.919998,11.78,1.1136,28.583189,650
2016-07-05,129.470001,46514,208.410004,11.18,1.1076,29.163712,650
2016-07-06,130.229996,47788,209.660004,11.33,1.1099,30.078764000000003,650
2016-07-07,129.740005,46893,209.529999,10.82,1.1063,29.134193,650
2016-07-08,130.520004,47487,212.649994,10.83,1.1055,30.04925,650
2016-07-11,129.28999299999998,47812,213.399994,10.65,1.1058,30.108284,650
2016-07-12,127.150002,47342,214.949997,11.19,1.1059,28.927567,650
2016-07-13,128.320007,47830,214.919998,10.75,1.109,29.881979,650
2016-07-14,127.330002,47509,216.119995,10.87,1.112,29.72455,650
2016-07-15,126.839996,47275,215.830002,10.99,1.1036,29.390015,650
2016-07-18,127.040001,47167,216.410004,10.82,1.1074,29.498247,650
2016-07-19,127.209999,47024,216.190002,10.7,1.1022,29.193228,650
2016-07-20,125.389999,46072,217.089996,10.73,1.1015,27.540222,650
2016-07-21,127.300003,46621,216.270004,10.49,1.1025,28.406082,650
2016-07-22,126.349998,46321,217.240005,10.42,1.0976,28.31753,650
2016-07-25,125.470001,46473,216.649994,10.13,1.0994,27.28440100000001,650
2016-07-26,126.0,46404,216.75,10.08,1.0987,28.042028,640
2016-07-27,128.029999,47019,216.520004,9.9,1.1058,29.321138,640
2016-07-28,127.660004,47362,216.770004,9.67,1.1076,29.27194,640
2016-08-01,129.220001,47717,216.940002,9.41,1.1162,30.432981,625
2016-08-02,130.270004,48071,215.550003,9.33,1.1227,30.816713,625
2016-08-03,129.649994,47671,216.179993,9.69,1.1149,30.44282,625
2016-08-04,129.869995,47677,216.410004,9.84,1.113,30.728161,625
2016-08-05,127.550003,46225,218.179993,9.86,1.1085,29.744228000000003,625
2016-08-08,127.440002,46287,218.050003,10.1,1.1093,30.00989,625
2016-08-09,127.959999,46372,218.179993,10.07,1.1119,30.265713,625
2016-08-10,128.559998,47115,217.639999,9.77,1.1177,30.797035,625
2016-08-11,127.669998,46755,218.649994,10.21,1.1137,30.541214,625
2016-08-12,127.400002,46125,218.460007,10.5,1.1161,30.551052,635
2016-08-16,128.470001,46336,217.960007,10.92,1.1278,30.314907,635
2016-08-17,128.5,45886,218.369995,10.99,1.1288,29.881979,635
2016-08-18,129.110001,46094,218.860001,11.3,1.1354,30.255873,645
2016-08-19,127.970001,45444,218.539993,11.34,1.1326,29.478567,655
2016-08-22,127.779999,44516,218.52999900000003,10.97,1.1319,28.986603,655
2016-08-23,127.760002,44496,218.970001,11.09,1.1306,28.553675,655
2016-08-24,126.339996,43766,217.850006,10.82,1.1263,26.536613,655
2016-08-25,126.230003,43659,217.699997,10.95,1.1283,26.871151,655
2016-08-26,126.050003,43977,217.289993,10.95,1.1198,26.743242,655
2016-08-29,126.300003,44367,218.360001,10.85,1.1189,26.802275,655
2016-08-30,125.029999,43980,218.0,10.73,1.1143,25.483809,665
2016-09-01,125.290001,44298,217.389999,10.06,1.1198,25.995451,665
2016-09-02,126.57,45480,218.369995,10.24,1.1156,26.910509,665
2016-09-06,128.71000700000002,47607,219.02999900000003,10.39,1.1256,28.219137,665
2016-09-07,128.270004,47013,219.00999500000003,10.52,1.1239,28.061708000000007,675
2016-09-08,127.589996,46714,218.50999500000003,10.96,1.1261,27.45167,675
2016-09-09,126.75,46194,213.27999900000003,10.59,1.1233,25.985613,675
2016-09-12,126.589996,45447,216.339996,10.64,1.1234,26.605490000000003,675
2016-09-13,125.75,45501,213.229996,10.37,1.122,25.641237,675
2016-09-14,126.18,45605,213.149994,10.09,1.125,25.592043,675
2016-09-15,125.370003,45638,215.27999900000003,10.14,1.1244,25.759312,675
2016-09-16,125.059998,45273,213.369995,10.0,1.1155,25.542843,675
2016-09-19,125.32,46041,213.410004,9.98,1.1174,25.670755,675
2016-09-20,125.440002,46138,213.419998,10.07,1.1155,25.641237,675
2016-09-21,127.269997,47169,215.820007,10.4,1.1189,27.45167,675
2016-09-22,127.57,47568,217.179993,10.53,1.1207,27.294241,675
2016-09-23,127.650002,46817,215.990005,10.19,1.1226,26.585812,675
2016-09-26,127.550003,46501,214.240005,10.43,1.1254,26.349669,675
2016-09-27,126.620003,45494,215.570007,10.15,1.1215,25.857704,685
2016-09-28,126.220001,45583,216.639999,10.65,1.1216,26.477579,685
2016-09-29,126.07,45834,214.679993,10.87,1.1223,26.261116,685
2016-10-03,125.32,44893,215.77999900000003,11.1,1.1211,25.542843,685
2016-10-04,120.970001,42881,214.679993,11.09,1.1204,23.023981,685
2016-10-05,120.779999,42615,215.630005,11.35,1.1205,23.201088,685
2016-10-06,119.660004,41521,215.77999900000003,11.51,1.1151,22.472982,665
2016-10-07,119.739998,41865,215.039993,11.33,1.1201,22.630409,665
2016-10-10,120.160004,42210,216.160004,11.67,1.1138,22.787838,665
2016-10-11,119.550003,41998,213.429993,11.58,1.1054,22.217159,665
2016-10-12,119.739998,42051,213.710007,11.43,1.1008,22.699284,665
2016-10-13,120.029999,41890,213.00999500000003,11.49,1.1057,23.112535,665
2016-10-14,119.360001,41821,213.119995,11.44,1.0971,22.620569,675
2016-10-17,119.68,41871,212.380005,11.37,1.0999,22.964947,685
2016-10-18,120.419998,42175,213.710007,11.45,1.098,23.811127,695
2016-10-19,121.110001,42194,214.27999900000003,11.66,1.0974,24.470362,715
2016-10-20,120.739998,41996,213.880005,11.43,1.093,24.411324,715
2016-10-21,120.830002,41958,213.979996,11.48,1.0884,24.224377,715
2016-10-24,120.559998,42058,214.889999,11.43,1.0883,23.702892,715
2016-10-25,121.470001,42415,214.169998,11.24,1.0888,24.253895,715
2016-10-26,120.790001,42116,213.740005,11.09,1.0909,23.74225,715
2016-10-27,121.010002,42222,213.169998,11.21,1.0897,23.34868,715
2016-11-01,122.730003,43573,211.00999500000003,10.57,1.1056,24.726181,735
2016-11-02,123.639999,44079,209.740005,10.28,1.1097,24.362127,750
2016-11-03,124.300003,43348,208.779999,10.08,1.1105,24.89345,770
2016-11-04,124.389999,43398,208.550003,9.98,1.1138,24.667145,780
2016-11-07,122.150002,42933,213.149994,10.16,1.104,23.693054,800
2016-11-08,121.639999,43309,214.110001,10.1,1.1026,23.574982,815
2016-11-09,121.559998,43379,216.380005,10.28,1.091,24.194859,815
2016-11-10,119.75,44166,216.919998,10.04,1.0893,22.384426,815
2016-11-14,116.110001,41017,216.589996,9.87,1.0737,20.780619,815
2016-11-15,117.120003,41407,218.27999900000003,10.34,1.0721,21.666159,805
2016-11-16,116.769997,41238,217.869995,10.23,1.069,21.48905,800
2016-11-17,116.169998,40740,218.990005,10.13,1.0626,20.957726,795
2016-11-18,115.150002,40388,218.5,10.32,1.0588,20.711742,795
2016-11-21,115.580002,40517,220.149994,10.77,1.063,21.134834,785
2016-11-22,115.540001,40790,220.580002,10.63,1.0626,21.213547,785
2016-11-23,113.25,40526,220.699997,10.67,1.0559,20.170582,775
2016-11-25,112.610001,40498,221.520004,10.33,1.0587,20.278814,765
2016-11-28,113.800003,40672,220.479996,10.44,1.0615,21.05612,765
2016-11-29,113.269997,40838,220.910004,10.06,1.065,20.88885100000001,765
2016-12-01,111.540001,39718,219.570007,11.33,1.0662,20.328011,765
2016-12-02,112.139999,40327,219.679993,11.48,1.0673,21.026602,765
2016-12-05,111.540001,40241,221.0,11.35,1.0764,20.987246,765
2016-12-06,111.43,41022,221.699997,11.29,1.0719,20.859335,765
2016-12-07,111.830002,41946,224.600006,11.09,1.0753,21.095476,765
2016-12-08,111.57,41525,225.149994,11.31,1.0615,21.115154,765
2016-12-09,110.400002,41221,226.50999500000003,11.44,1.0562,20.337851,765
2016-12-12,110.82,41724,226.25,11.62,1.0635,20.416563,765
2016-12-13,110.449997,41235,227.75999500000003,11.73,1.0627,20.701906,780
2016-12-14,108.830002,41728,225.880005,11.32,1.0536,19.570385,810
2016-12-15,107.339996,39295,226.809998,11.36,1.0414,18.684847,825
